source_id,target_id,connected_date,strength
4934,325,2021-05-19,0.36
1000,1644,2021-06-12,0.55
2697,2477,2023-02-07,0.34
1278,491,2021-03-05,0.39
612,3486,2020-05-05,0.73
4633,788,2022-09-21,0.85
4848,817,2021-02-24,0.93
3131,482,2020-06-12,0.39
3937,811,2024-10-17,0.73
708,4060,2020-08-25,0.28
1108,801,2023-04-08,0.71
133,1109,2021-09-13,0.92
36,1324,2022-12-02,0.6
724,2371,2020-07-07,0.21
4372,3764,2024-10-09,0.67
2598,1120,2022-09-19,0.94
616,4978,2021-03-12,0.97
3903,4179,2022-01-24,0.54
2414,3512,2021-01-19,0.64
1957,4540,2024-06-03,0.97
308,4091,2021-09-09,0.65
911,3105,2020-09-07,0.8
2346,1388,2021-05-25,0.68
975,2854,2021-08-04,0.89
624,1946,2020-06-17,0.93
1785,2716,2020-04-15,0.47
3550,1520,2022-03-06,0.16
4489,2075,2024-07-25,0.41
1370,2648,2020-12-25,0.78
4071,2555,2020-06-02,0.1
2977,2319,2022-09-23,0.75
533,3822,2023-04-10,0.59
2261,4265,2022-12-12,0.92
2941,3490,2022-03-10,0.64
4151,4672,2023-05-09,0.3
479,251,2022-01-26,0.2
2792,3545,2022-07-13,0.41
3293,1706,2022-01-18,0.43
4136,2427,2024-12-20,0.23
1510,3673,2023-07-30,0.75
3733,1279,2022-03-09,0.46
2963,3319,2022-01-21,0.12
3136,66,2022-09-02,0.12
351,680,2021-08-25,0.87
2249,912,2024-09-13,0.3
3098,4172,2023-08-20,0.96
3449,1475,2021-06-17,0.14
4194,3647,2024-05-12,0.83
43,29,2023-07-30,0.98
3374,3352,2023-01-13,0.64
2228,822,2022-09-22,0.22
1153,64,2022-08-24,0.47
1575,4109,2024-01-14,0.2
2877,1322,2020-10-13,0.31
4524,1214,2021-01-05,0.26
1270,2326,2020-01-27,0.58
3859,2677,2024-11-09,0.24
1578,2933,2023-05-26,0.63
2435,262,2020-01-03,0.35
320,4541,2021-07-02,0.51
949,1870,2022-02-02,0.9
834,946,2021-05-19,0.41
244,2576,2021-02-01,0.39
3630,1193,2020-12-03,0.79
4347,4851,2020-09-25,0.93
63,3578,2021-08-15,0.21
2945,4009,2023-02-13,0.98
4906,3805,2022-12-09,0.32
1046,4428,2020-02-05,0.87
195,2459,2020-07-28,0.66
2699,1988,2021-09-09,0.17
2728,1035,2024-05-30,0.79
784,2152,2021-08-12,0.52
3359,3721,2021-08-12,0.76
1056,4511,2020-03-15,0.26
4178,4551,2023-06-03,0.3
3159,1819,2024-03-28,0.41
4582,205,2023-10-11,1.0
3807,4574,2023-04-13,0.8
1196,798,2021-03-30,0.84
3643,2053,2021-05-05,0.84
3298,4885,2023-03-25,0.11
2720,4527,2021-10-23,0.96
4039,3049,2023-04-28,0.61
171,4463,2024-04-04,0.35
4718,6,2024-09-04,0.48
3522,4641,2023-07-29,0.14
2442,2944,2020-11-09,0.57
4451,3516,2020-01-31,0.44
398,3183,2021-11-10,0.48
1971,1914,2022-07-15,0.78
3042,3638,2020-03-29,0.17
2608,1179,2022-06-28,0.47
1825,3427,2023-09-21,0.6
2449,4815,2023-02-04,0.15
2931,1802,2023-07-24,0.12
2297,1593,2022-09-07,0.75
1317,3259,2021-08-28,0.34
3767,4087,2024-10-26,0.92
2647,75,2022-12-24,0.35
1509,1970,2024-03-03,0.23
2053,1427,2021-03-11,0.37
40,262,2021-07-14,0.17
1033,2522,2020-08-14,0.75
2802,2021,2024-11-23,0.46
885,2684,2022-12-30,0.4
3757,2309,2024-09-28,0.96
236,3148,2020-12-22,0.85
4613,3104,2020-01-31,0.25
1348,3023,2022-07-15,0.16
1745,1816,2023-09-07,0.23
2769,4914,2021-08-19,0.42
1821,677,2021-10-21,0.68
1142,4304,2022-03-03,0.3
2290,166,2024-08-23,0.23
3565,3214,2021-01-11,0.91
4916,743,2022-06-25,0.24
3977,2421,2020-11-17,0.64
1074,217,2021-09-10,0.18
3802,4437,2024-04-24,0.26
977,2943,2023-11-02,0.32
1443,3327,2022-02-22,0.64
3890,41,2022-03-22,0.3
1034,2908,2024-03-19,0.13
1765,993,2024-09-14,0.31
1286,4097,2020-04-02,0.37
2936,63,2021-01-13,0.24
3425,781,2023-10-07,0.63
871,4723,2021-05-05,0.68
1734,3062,2023-06-21,0.3
4950,3992,2020-06-22,0.64
17,477,2023-08-16,0.12
4766,2799,2022-05-31,0.19
1198,1510,2024-09-19,0.41
2301,4033,2020-05-11,0.56
3019,2900,2023-05-13,0.38
3683,4747,2023-06-27,0.83
1169,1859,2020-01-01,0.36
2820,1780,2020-10-06,0.77
679,3155,2023-08-26,0.66
3814,4379,2024-04-22,0.17
2716,3088,2021-08-16,0.5
2359,2008,2022-06-28,0.11
969,2423,2024-03-30,0.42
856,658,2023-10-04,0.51
4088,3506,2022-05-11,0.74
2786,479,2021-12-06,0.26
3858,3425,2020-05-17,0.21
4715,1312,2023-02-08,0.18
2631,3906,2023-01-26,0.15
608,491,2020-11-15,0.22
568,933,2022-03-11,0.53
4482,3620,2020-02-19,0.45
3915,3503,2021-02-22,0.4
1110,1239,2021-02-10,0.72
1009,4417,2021-12-29,0.63
587,1131,2022-02-14,0.84
4234,2331,2023-08-18,0.56
3393,1808,2022-10-16,0.18
2344,1248,2023-05-26,0.38
177,329,2020-02-29,0.95
2006,3716,2024-08-27,0.4
2013,4668,2024-03-20,0.58
1217,1994,2023-12-10,0.73
1698,1174,2021-06-15,0.49
4911,4115,2024-10-09,0.44
1710,1039,2022-09-07,0.78
4386,2113,2020-07-30,0.54
4537,1653,2024-06-29,0.71
3382,2806,2023-03-13,0.16
2793,1723,2022-12-08,0.23
773,806,2024-05-14,0.35
249,3178,2024-07-04,0.42
3506,3219,2021-08-22,0.27
3647,1805,2024-11-19,0.9
522,1184,2022-09-26,0.26
2291,2589,2021-12-08,0.3
2040,4006,2024-09-04,0.43
3214,2573,2024-03-18,0.45
3845,3365,2021-06-16,0.58
4189,2405,2023-04-20,0.48
1350,2283,2024-07-25,0.82
2360,3012,2024-08-27,0.21
2514,3333,2023-07-04,0.22
48,3386,2023-03-30,0.22
4649,3431,2021-10-31,0.44
2735,900,2020-10-19,0.84
445,3455,2024-04-17,0.21
3665,3424,2023-12-27,0.54
4893,1896,2024-02-23,0.39
179,3612,2023-04-11,0.8
2109,2207,2024-11-09,0.22
1074,4715,2020-08-13,0.37
3042,36,2021-01-16,0.23
1605,2398,2022-10-07,0.52
52,2351,2021-12-07,0.98
4647,3799,2024-10-23,0.89
3061,953,2024-11-04,0.57
426,3760,2020-02-19,0.28
4340,1098,2020-07-10,0.36
4551,1180,2024-05-04,0.32
3644,1279,2023-11-21,0.15
4649,2210,2021-10-10,0.16
3234,4000,2022-03-30,0.79
3648,97,2022-03-20,0.28
1800,1152,2024-10-04,0.88
4262,3493,2021-02-14,0.1
552,1134,2024-12-13,0.81
1242,222,2024-08-09,0.95
402,4244,2021-08-21,0.55
2199,1037,2022-03-05,0.84
4450,1668,2021-02-23,0.99
1741,3465,2024-10-04,0.51
4721,3122,2020-02-16,0.95
4174,1364,2023-11-16,0.59
3322,4086,2024-01-22,0.77
703,1695,2022-02-19,0.11
2749,2075,2023-05-27,0.93
3563,4911,2020-09-29,0.12
3035,3435,2021-07-27,0.61
426,932,2024-11-10,0.27
2143,3028,2024-04-12,0.88
4620,1763,2022-02-05,0.14
8,635,2020-08-09,0.91
2391,3208,2020-08-12,0.53
4347,492,2023-01-12,0.89
1776,4292,2024-02-11,0.56
293,2342,2021-06-06,0.67
502,2309,2020-05-05,0.34
524,2856,2022-04-10,0.45
4170,2785,2020-06-04,0.72
2705,1565,2022-12-05,0.67
845,2249,2022-11-20,0.68
3911,2542,2022-07-27,0.39
4143,410,2021-02-07,0.14
99,845,2022-04-05,0.56
2604,3125,2021-07-31,0.5
3990,3693,2023-01-29,0.34
748,4983,2020-03-17,0.24
3790,842,2022-04-09,0.91
4319,4578,2023-08-15,0.73
3963,843,2022-06-11,0.18
2997,4227,2022-03-08,0.48
4239,3461,2020-08-19,0.18
4680,3851,2024-08-19,0.85
3593,2919,2023-04-01,0.76
4271,1655,2023-09-21,0.28
3391,538,2022-09-02,0.88
2629,231,2021-11-12,0.97
4394,1699,2022-02-06,0.27
2921,4417,2020-05-17,0.63
3457,2681,2022-06-19,0.74
4469,3028,2021-05-20,0.43
1962,2028,2023-03-30,0.69
4172,1337,2021-08-01,0.24
3279,1164,2020-07-12,0.52
3949,2746,2023-02-19,0.14
2706,4419,2024-07-25,0.34
3485,3505,2023-01-27,0.54
1705,36,2024-07-26,0.89
1659,53,2020-11-06,0.81
2794,1676,2020-11-18,0.91
3785,1465,2022-09-07,0.78
3523,4854,2023-02-21,0.83
1819,2090,2021-10-10,0.16
3040,502,2020-12-03,0.39
4243,3037,2021-09-06,0.48
1955,37,2024-07-04,0.59
1561,63,2023-01-01,0.92
3866,1025,2024-12-19,0.75
66,3742,2024-04-16,0.85
4552,1368,2022-09-17,0.81
3844,3735,2024-03-09,0.96
950,991,2024-12-04,0.78
2397,1149,2021-10-15,0.22
3939,4129,2022-03-09,0.28
4937,504,2020-01-18,0.5
680,1200,2020-05-29,0.14
1160,2283,2020-10-15,0.27
2378,4005,2021-03-19,0.9
425,2858,2024-02-22,0.69
3663,3848,2020-07-11,0.78
3500,986,2023-10-20,0.62
3890,888,2022-02-09,0.43
4997,3560,2021-12-17,0.79
3299,3730,2022-04-12,0.37
4975,4993,2024-01-21,0.71
4293,1922,2021-02-02,0.36
2180,132,2020-02-05,0.65
3004,1248,2020-11-26,0.94
2307,1134,2023-10-13,0.44
2987,1608,2024-05-17,0.51
1641,1494,2020-09-17,0.85
4747,623,2024-04-05,0.33
109,3758,2020-02-13,0.43
2331,3918,2023-10-07,0.32
411,935,2021-11-16,0.54
4807,937,2020-06-18,0.92
2694,305,2024-03-06,0.73
360,568,2022-03-23,0.74
1241,3433,2020-01-19,0.13
268,1103,2022-04-01,0.41
4685,1712,2023-10-02,0.34
3840,2755,2023-05-09,0.51
4558,1666,2021-03-27,0.39
4159,4100,2024-01-01,0.29
4031,732,2023-05-14,0.27
2324,4674,2022-04-05,0.52
748,2066,2022-02-26,0.32
4140,3385,2023-07-21,0.45
2324,1967,2024-07-21,0.24
1702,751,2022-10-10,0.72
3340,3468,2022-01-17,0.23
4248,1164,2021-09-27,0.45
2729,2162,2024-10-23,0.9
1364,4081,2023-10-03,0.22
22,323,2024-07-18,0.13
1158,171,2023-01-23,0.45
407,708,2021-09-14,0.7
3089,144,2021-10-16,0.18
198,4584,2024-04-17,0.4
1708,1174,2022-10-11,0.89
3283,1663,2024-02-03,0.15
1624,1921,2021-10-17,0.91
1779,3125,2023-05-10,0.74
1645,106,2020-07-02,0.92
466,309,2023-04-21,0.15
4876,4823,2021-04-25,0.16
3633,4269,2020-08-21,0.75
2538,4356,2020-04-01,0.26
1890,2752,2023-12-02,0.96
529,2746,2023-01-18,0.89
4917,1473,2023-07-03,0.71
1886,405,2021-06-21,0.74
3634,3418,2022-05-19,0.18
3421,3227,2020-12-14,0.58
203,4194,2024-06-03,0.83
1150,1124,2023-10-13,0.67
4260,548,2021-12-15,0.87
4687,2483,2024-05-16,0.51
2101,3752,2024-09-30,0.1
2847,1805,2020-05-30,0.99
724,298,2021-12-15,0.71
1738,2004,2020-01-18,0.88
3545,4074,2021-02-19,0.64
4128,2378,2020-10-12,0.19
4789,1023,2024-03-09,0.38
3459,4968,2021-04-21,0.53
3344,2917,2023-08-19,0.13
851,3323,2024-07-21,0.54
3924,806,2022-11-08,0.55
3262,1027,2023-09-09,0.58
1776,3352,2021-04-28,0.49
4309,2929,2020-02-20,0.18
3249,1323,2022-07-30,0.93
1409,4851,2020-11-21,0.27
3542,3564,2022-06-28,0.56
4218,92,2023-03-13,0.73
1596,3667,2023-08-11,0.46
3238,2662,2020-12-12,0.27
4934,4406,2023-06-01,0.1
2388,4758,2023-04-10,0.32
2605,4634,2023-01-01,0.2
2650,2797,2023-06-28,0.53
3809,1248,2022-06-07,0.39
4942,4064,2022-02-17,0.37
4498,1540,2023-02-14,0.43
4360,202,2021-10-11,0.13
594,2384,2020-09-12,0.8
896,3175,2021-11-06,0.53
4774,1544,2023-03-16,0.16
1140,4836,2024-11-02,0.42
3248,2875,2024-06-29,0.18
4366,3616,2020-06-13,0.68
2527,4306,2022-05-27,0.14
2958,358,2020-01-09,0.75
1505,2146,2021-07-06,0.63
1483,4284,2022-07-04,0.61
4025,2864,2023-08-02,0.52
408,1909,2023-08-08,0.11
1158,4831,2021-02-05,0.12
833,1229,2021-11-27,0.67
523,4155,2022-03-12,0.85
296,4042,2021-07-17,0.25
189,3290,2023-09-16,0.68
2824,1223,2021-01-06,0.25
1549,3343,2023-05-23,0.29
976,4595,2020-02-02,0.45
343,112,2024-05-21,0.96
1603,163,2020-10-05,0.83
1416,3154,2023-08-26,0.74
1138,2127,2023-12-08,0.82
3697,2978,2021-05-04,0.52
2362,204,2023-11-29,0.83
4054,754,2024-07-10,0.68
2270,2500,2022-03-11,0.95
4896,3011,2022-04-15,0.71
4064,2095,2020-04-11,0.75
4447,4039,2024-06-03,0.29
2490,2074,2022-02-02,0.3
2706,538,2021-07-28,0.44
3516,4498,2023-01-03,0.7
3432,2900,2024-11-24,0.56
2193,4151,2021-02-10,0.81
4601,1874,2023-09-16,0.95
2894,4482,2022-05-28,0.67
3412,4052,2021-03-18,0.49
3209,2456,2022-11-26,0.38
1264,241,2024-10-28,0.7
3775,3873,2022-01-17,0.57
38,4161,2023-06-01,0.36
1304,3347,2024-04-28,0.82
4595,1790,2023-09-07,0.85
2063,2464,2021-05-14,0.88
3528,4892,2023-11-15,0.4
4388,260,2021-12-30,0.12
2504,2615,2024-06-25,0.15
262,4882,2020-12-24,0.58
3285,3797,2020-12-04,0.76
68,419,2022-07-26,0.28
1411,4944,2024-04-02,0.28
375,3830,2022-07-04,0.3
4015,1163,2024-09-25,0.97
2579,2209,2023-07-24,0.81
2830,40,2021-05-09,0.61
235,520,2022-05-13,0.22
4581,2877,2020-08-13,0.42
1087,40,2021-09-06,0.99
190,1516,2023-02-25,0.18
1719,2814,2021-04-09,0.9
1141,3802,2023-05-06,0.34
1905,1834,2024-03-17,0.54
2709,1541,2020-06-10,0.82
824,915,2020-10-18,0.32
2889,4720,2020-02-29,0.35
1367,3286,2022-01-03,0.27
3775,2165,2020-11-01,0.6
3116,1501,2024-07-08,0.7
910,419,2022-12-08,0.43
1831,4330,2021-01-29,0.6
2868,2856,2021-08-22,0.41
658,2127,2023-07-18,0.78
336,4945,2024-08-14,0.92
663,4790,2021-04-20,0.39
643,3905,2023-09-25,0.91
2494,2819,2024-08-24,0.42
1802,3718,2023-12-01,0.13
3424,1112,2022-08-28,0.27
882,3406,2022-07-22,0.28
3624,2050,2022-02-28,0.19
1151,712,2023-09-29,0.39
3897,3069,2022-05-16,0.75
1367,3485,2021-06-11,0.89
1424,3476,2020-02-28,0.56
4307,971,2022-11-12,0.98
3622,3214,2020-11-23,0.11
486,3473,2023-03-15,0.31
4944,3535,2021-05-07,0.12
1925,4897,2021-11-19,0.95
3571,4048,2020-05-01,0.38
267,2703,2024-01-16,0.65
4835,4423,2020-10-19,0.93
1025,3431,2022-06-21,0.3
819,1420,2024-04-06,0.29
1878,4351,2023-02-12,0.58
316,2528,2022-10-25,0.41
741,2391,2023-08-24,0.24
1190,3026,2023-05-29,0.83
3283,2440,2022-01-20,0.14
1186,4530,2020-12-25,0.81
1946,878,2021-05-19,0.33
3862,2964,2024-04-20,0.43
3102,3823,2021-01-13,0.65
524,903,2024-01-11,0.4
4838,199,2024-03-12,0.36
2120,1590,2020-06-23,0.57
1664,2451,2021-05-24,0.49
3052,1844,2024-06-17,0.18
313,1285,2023-09-22,0.98
3964,3963,2020-08-31,0.71
879,2628,2020-02-02,0.47
4789,940,2023-10-10,0.94
4956,1037,2022-03-09,0.91
2784,527,2022-07-14,0.29
1325,4172,2020-08-16,0.86
1158,684,2024-03-02,0.15
4125,4008,2021-04-13,0.84
1275,1284,2020-07-19,0.63
2017,3253,2023-03-07,0.91
2640,3627,2021-03-22,0.71
3565,3966,2020-08-21,0.8
2941,1122,2023-03-02,0.56
3697,3993,2020-01-03,0.5
2393,2837,2024-10-07,0.64
664,3057,2024-11-03,0.28
2084,2246,2021-10-12,0.15
1455,49,2020-09-25,0.8
3091,4266,2021-05-14,0.6
4547,281,2024-12-21,0.29
2537,2837,2024-12-08,0.15
4870,2591,2022-10-27,0.46
3249,387,2021-05-01,0.68
390,2230,2020-01-18,0.64
1686,2238,2022-04-15,0.72
3763,2851,2021-09-01,0.66
4395,1198,2021-05-06,0.81
4438,4137,2020-07-16,0.14
1996,4502,2023-09-23,0.22
1414,588,2020-04-09,0.88
2569,821,2021-05-14,0.32
3075,493,2020-07-24,0.59
1309,1220,2020-01-06,0.19
4387,4481,2020-12-12,0.43
1934,1424,2020-03-05,0.79
1614,630,2024-12-10,0.78
3169,4285,2020-09-05,0.75
3368,1821,2022-04-30,0.86
1947,4403,2023-03-03,0.71
705,3924,2021-05-17,0.76
4918,104,2022-08-12,0.77
4854,2509,2023-08-20,0.54
3950,1509,2020-04-04,0.14
2897,1061,2020-06-14,0.33
817,413,2022-08-28,0.92
3742,936,2022-06-07,0.32
4593,2992,2024-11-19,0.81
4368,4970,2021-10-18,0.19
1776,3759,2020-01-14,0.58
663,903,2024-12-11,0.8
660,2170,2024-06-23,0.68
2964,2127,2022-01-14,0.48
3872,1162,2023-06-17,0.46
2773,3191,2024-08-11,0.2
1525,3716,2022-05-26,0.55
1936,3598,2022-07-02,0.76
953,4105,2022-10-21,0.47
1159,3487,2021-05-07,0.63
3284,873,2020-10-02,0.77
3127,3610,2023-01-18,0.3
207,3050,2022-01-14,0.54
3759,807,2021-02-04,0.59
4299,3915,2024-03-10,0.36
382,1359,2024-02-02,0.23
2365,3120,2020-05-20,0.37
3203,3124,2020-12-26,0.54
1678,1790,2020-01-02,0.37
905,587,2024-07-07,0.51
793,2443,2020-12-22,0.66
838,3069,2021-01-15,0.37
1858,924,2023-05-15,0.46
4358,3453,2021-02-28,0.9
3406,2146,2022-09-08,0.12
2051,3181,2021-10-03,0.44
4632,3175,2023-04-29,0.56
3958,179,2021-03-19,0.44
4578,1896,2020-01-07,0.13
4435,1802,2022-09-23,0.71
1867,3290,2024-02-01,0.3
646,2823,2023-03-26,0.98
1188,4865,2020-08-20,0.7
1374,3954,2020-04-28,0.44
4902,1828,2021-07-27,0.16
2165,409,2022-02-11,0.77
1190,4744,2020-07-11,0.17
3701,1396,2020-09-19,0.56
2301,3931,2020-09-11,0.57
168,717,2023-01-03,0.2
4780,3281,2023-08-28,0.15
3936,2742,2023-10-18,0.5
4266,2065,2024-09-01,0.62
2334,4765,2023-06-12,0.5
4918,466,2021-10-08,0.25
1105,873,2022-10-01,0.21
2287,4476,2024-10-14,0.47
2751,3421,2021-12-29,0.57
778,4530,2023-06-23,0.58
836,78,2022-06-05,0.17
1731,2568,2022-04-12,0.88
776,3342,2021-02-13,0.85
1378,4886,2022-08-02,0.98
3003,2887,2022-07-07,0.84
3395,847,2022-05-07,0.64
4988,3363,2021-03-22,0.54
4593,4155,2020-05-25,0.18
1731,4306,2024-10-12,0.72
4834,4758,2024-12-21,0.63
3211,4346,2020-12-07,0.73
933,1698,2023-08-09,0.84
4093,630,2022-05-22,0.99
2852,1545,2024-06-16,0.71
1407,942,2022-03-07,0.3
1594,3454,2020-09-03,0.82
1984,630,2022-08-20,0.65
4317,2699,2021-07-02,0.62
372,2544,2023-11-12,0.64
462,1988,2022-09-02,0.71
4927,2927,2024-03-15,0.37
4227,2728,2022-10-28,0.3
3450,1921,2023-10-24,0.64
4801,4491,2024-04-02,0.85
1255,3948,2024-10-08,0.35
1785,4946,2023-07-18,0.24
2640,2802,2020-08-04,0.49
2231,572,2024-09-03,0.64
1510,2644,2023-02-16,0.89
547,2082,2024-08-31,0.54
3449,1471,2020-08-05,0.84
1493,1540,2022-04-11,0.83
996,4441,2022-03-20,0.31
4901,2140,2022-01-03,0.33
1704,4546,2021-05-30,0.39
769,2572,2022-03-08,0.3
432,4941,2021-05-11,0.11
3853,4898,2022-03-30,0.57
2767,378,2023-08-25,0.63
2506,2969,2024-12-11,0.81
4411,3808,2020-10-04,0.67
264,4608,2024-03-14,0.65
1441,882,2022-08-01,0.54
1542,2693,2023-08-25,0.95
762,3429,2022-03-31,0.56
546,1690,2021-03-17,0.97
3855,1574,2022-05-28,0.51
3918,1115,2020-09-04,0.53
1855,2407,2020-01-23,0.74
1477,2504,2020-09-28,0.69
1399,2215,2020-07-11,0.72
4303,1881,2024-07-18,0.83
3374,2013,2021-01-13,0.76
3555,2562,2021-09-23,0.91
772,4459,2020-07-23,0.68
2540,2378,2021-07-03,0.25
4529,2218,2020-11-14,0.7
253,1289,2023-11-20,0.35
3014,60,2023-11-29,0.64
3599,3370,2021-12-19,0.73
745,967,2023-09-30,0.76
3489,534,2021-11-19,0.47
2245,67,2023-06-08,0.82
2335,845,2021-09-24,0.55
1577,4417,2023-06-23,0.74
1578,3830,2020-03-20,0.39
1100,2459,2024-09-13,0.39
765,458,2022-11-07,0.92
1468,3159,2024-10-27,0.17
579,223,2023-08-09,0.28
3141,2618,2023-06-16,0.34
4735,4864,2020-12-25,0.13
1430,1982,2022-09-10,0.44
3127,3546,2023-04-09,0.7
3469,4915,2020-12-20,0.8
4669,2843,2021-04-23,0.31
3144,765,2023-03-10,0.33
536,4439,2024-05-21,0.78
4988,134,2024-09-07,0.66
1889,2504,2020-09-16,0.35
1219,2409,2020-01-05,0.44
1456,4198,2024-03-05,0.27
3360,1568,2021-02-16,0.83
4239,4414,2023-05-23,0.31
1951,2109,2021-03-03,0.53
840,4316,2022-02-19,0.49
2085,306,2022-11-05,0.49
2966,2360,2020-12-25,0.36
4605,1447,2022-02-24,0.95
1095,4543,2021-11-06,0.41
3685,2204,2021-02-22,0.41
178,4732,2024-10-31,0.41
4583,4285,2024-07-10,0.66
3058,4988,2021-07-11,0.89
3929,68,2021-05-24,0.61
4957,3457,2021-08-03,0.39
2644,4923,2020-07-15,0.86
3853,3317,2021-11-03,0.14
3752,1021,2024-07-01,0.59
1650,38,2020-03-18,0.79
4823,2788,2021-07-15,0.22
4167,3731,2021-03-10,0.94
2334,3293,2023-09-27,0.44
3553,3521,2022-07-10,0.63
4747,2116,2022-07-24,0.11
873,3749,2023-12-05,0.87
183,3550,2023-04-11,0.15
2137,3608,2020-06-17,0.17
1761,4290,2021-06-17,0.82
3671,841,2021-11-20,0.45
2937,3432,2022-06-04,0.76
1,2775,2020-06-05,0.59
4139,3461,2020-02-10,0.72
3149,4026,2023-09-18,0.36
4612,1481,2021-02-22,0.36
1700,3015,2023-06-04,0.9
3564,4715,2022-11-25,0.39
2280,2656,2024-04-04,0.92
2746,3351,2022-04-16,0.87
4724,1879,2022-09-19,0.41
374,1112,2024-08-16,0.74
2166,1458,2024-06-16,0.6
591,3864,2024-08-29,0.73
4816,1375,2021-11-09,0.82
1019,2464,2020-03-09,0.86
2707,457,2024-10-31,0.71
1972,4415,2021-10-24,0.88
4019,3505,2024-03-04,0.26
3084,2465,2022-11-19,0.99
585,3370,2024-04-06,0.78
4238,2356,2023-03-19,0.32
3336,4582,2024-11-13,0.15
3157,1605,2021-10-23,0.56
1809,156,2024-01-14,0.86
179,651,2024-10-07,0.79
3599,4500,2023-03-29,0.44
2732,689,2024-07-09,0.65
1708,13,2024-04-03,0.36
4127,3022,2020-10-28,0.92
4012,3766,2021-12-18,0.57
3890,400,2024-12-30,0.29
2684,3400,2020-10-27,0.15
1592,3461,2021-03-17,0.33
2305,1731,2023-07-11,0.64
3302,4168,2024-05-18,0.64
2004,1906,2020-08-02,0.58
1234,1608,2021-03-31,0.43
3455,728,2022-09-03,0.74
392,3675,2024-12-12,0.3
1017,3658,2021-09-09,0.35
2928,3777,2022-08-03,0.9
1418,3388,2024-12-28,0.22
2008,3215,2022-06-29,0.58
338,4174,2023-06-11,0.91
4541,4960,2022-09-27,0.83
2171,4062,2024-05-02,0.87
2234,2350,2023-08-24,0.32
2337,4116,2023-12-30,0.4
4813,2902,2024-10-03,0.27
3766,2079,2024-12-03,0.84
226,1967,2022-09-02,0.45
3440,4568,2022-08-31,0.35
2173,1232,2020-02-16,0.96
3933,3451,2022-08-14,0.42
2525,4889,2022-06-30,0.42
2442,724,2020-06-04,0.39
3860,1702,2023-08-27,0.8
487,4820,2020-04-29,0.81
382,4678,2024-10-09,0.35
275,3351,2022-02-02,0.46
4148,1229,2021-05-10,0.77
2158,2814,2021-05-15,0.57
2733,3463,2022-01-18,0.32
1477,1641,2024-11-06,0.71
3372,3522,2020-03-06,0.67
111,302,2021-06-16,0.52
4675,645,2020-05-23,0.15
2012,2521,2023-04-12,0.99
2963,3453,2020-06-08,0.17
4898,4112,2023-03-08,0.63
3270,2576,2020-06-13,0.18
834,2608,2022-10-25,0.29
3669,2267,2022-04-02,0.48
2556,2511,2022-08-21,0.5
762,4184,2023-08-09,0.79
3346,4188,2022-09-24,0.7
2300,3782,2024-02-10,0.63
3276,3141,2023-01-26,0.9
130,3055,2023-12-29,0.22
3311,2811,2023-05-14,0.63
138,4316,2023-08-07,0.66
2263,1345,2023-12-07,0.31
1897,30,2024-02-04,0.26
1524,4067,2022-05-15,0.92
143,2585,2021-07-23,0.85
1983,4383,2022-05-14,0.26
1275,550,2021-06-02,0.15
551,1772,2024-11-28,0.18
3183,3081,2020-03-07,0.38
2520,3696,2024-11-11,0.32
4521,4840,2024-09-12,0.18
3718,4099,2021-11-26,0.25
3730,2452,2024-11-05,0.37
1051,22,2021-01-19,0.39
2151,2311,2020-07-30,0.12
1364,1851,2024-05-22,0.55
1849,2928,2020-06-17,0.58
3329,3389,2021-09-27,0.93
4071,3925,2021-09-11,0.19
739,1668,2022-01-20,0.17
1540,71,2020-10-16,0.42
3063,1603,2021-07-01,0.91
3428,2608,2022-12-30,0.83
2862,1721,2023-06-27,0.94
4408,2988,2023-07-30,0.25
975,4006,2023-02-01,0.64
2816,475,2024-07-14,0.62
2487,623,2020-12-15,0.97
4539,3073,2021-11-07,0.42
4251,907,2022-02-10,0.51
1457,1763,2023-01-06,0.28
796,4814,2021-03-27,0.38
4686,752,2023-01-26,0.9
337,455,2021-02-05,0.96
533,2116,2024-11-08,0.45
2123,1042,2023-12-11,0.65
1418,2554,2020-11-17,0.19
4983,3031,2023-03-22,0.52
1984,427,2024-09-17,0.63
833,1421,2020-05-09,0.56
1268,3869,2021-01-30,0.37
714,2423,2024-01-22,0.46
1611,2044,2020-06-20,0.4
2920,2970,2021-02-04,0.86
515,2628,2021-04-02,0.14
483,2518,2021-08-30,0.11
3613,4365,2020-06-29,0.7
818,389,2023-06-16,1.0
3337,2954,2023-06-11,0.59
2563,2620,2022-07-24,0.47
3541,1945,2024-03-14,0.82
2667,2487,2020-09-02,0.8
1506,4896,2023-04-25,0.19
3331,4899,2021-06-30,0.41
452,3416,2021-09-20,0.72
844,188,2022-05-08,0.97
3133,3118,2023-11-14,0.65
142,483,2024-03-23,0.9
4313,1085,2020-11-23,0.7
1098,1012,2022-04-08,0.58
3420,4125,2020-09-14,0.24
686,4090,2021-12-29,0.94
3295,1397,2023-08-24,0.8
4657,3125,2020-10-26,0.13
1586,2220,2022-10-13,0.62
708,32,2020-01-23,0.41
1888,1140,2023-09-17,0.82
2882,4033,2020-09-22,0.78
4516,3735,2020-04-10,0.73
1294,1195,2020-03-03,0.14
3796,2190,2023-02-18,0.41
4042,1056,2021-06-04,0.82
4559,3794,2020-09-07,0.23
2865,724,2021-08-27,0.4
367,2714,2023-10-18,1.0
189,1208,2023-07-17,0.95
